order_id,Date,Item Name,Category,Price,Quantity,Amount Transacted (?),Transaction Type,Gender,Time of Sale,Festival Name
670,21-07-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
671,14-07-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
672,22-07-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
673,15-07-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
674,29-07-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
675,21-07-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
676,16-07-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
677,25-07-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
678,17-07-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
679,02-07-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
680,22-07-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
681,18-07-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
682,23-07-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
683,19-07-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
684,30-07-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
685,22-07-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
686,20-07-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
687,26-07-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
688,21-07-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
689,03-07-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
690,23-07-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
691,22-07-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
692,24-07-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
693,23-07-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
694,31-07-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
695,24-07-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
696,21-07-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
697,27-07-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
698,22-07-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
699,04-07-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
700,24-07-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
701,02-08-2023,Poha,Fastfood,57,3,171,Cash,Female,Afternoon,None
702,05-08-2023,Dhokla,Fastfood,46,3,138,Cash,Male,Night,None
703,15-08-2023,Jalebi,Fastfood,89,2,178,Online,Male,Morning,Independence Day
704,08-08-2023,Biryani,Fastfood,31,1,31,Online,Female,Night,None
705,09-08-2023,Idli,Fastfood,62,1,62,Cash,Male,Night,None
706,11-08-2023,Masala Chai,Beverage,71,5,355,Online,Female,Night,None
707,13-08-2023,Chai,Beverage,137,1,137,Online,Female,Night,None
708,30-08-2023,Chocolate Pudding,Fastfood,93,2,186,Online,Female,Morning,Rakhi
709,12-08-2023,Misal Pav,Fastfood,129,5,645,Online,Male,Afternoon,None
710,01-08-2023,Lassi,Beverage,136,2,272,Online,Female,Afternoon,None
711,02-08-2023,Chocolate Pudding,Fastfood,93,4,372,Online,Male,Night,None
712,02-08-2023,Butter Chicken,Fastfood,109,2,218,Cash,Female,Evening,None
713,25-08-2023,Pakoda,Fastfood,62,5,310,Online,Male,Afternoon,None
714,12-08-2023,Pav Bhaji,Fastfood,45,5,225,Cash,Male,Evening,None
715,25-08-2023,Chai,Beverage,137,4,548,Online,Male,Night,None
716,08-08-2023,Jalebi,Fastfood,89,2,178,Cash,Female,Morning,None
717,21-08-2023,Butter Chicken,Fastfood,109,4,436,Cash,Female,Afternoon,None
718,03-08-2023,Chai,Beverage,137,1,137,Online,Female,Afternoon,None
719,31-08-2023,Chai,Beverage,137,4,548,Online,Male,Afternoon,None
720,01-08-2023,Pakoda,Fastfood,62,5,310,Cash,Male,Evening,None
721,11-08-2023,Dosa,Fastfood,121,1,121,Online,Male,Evening,None
722,17-08-2023,Jalebi,Fastfood,89,1,89,Cash,Female,Morning,None
723,06-08-2023,Vada,Fastfood,128,1,128,Online,Female,Evening,None
724,13-08-2023,Pakoda,Fastfood,62,4,248,Online,Female,Morning,None
725,19-08-2023,Chai,Beverage,137,3,411,Cash,Female,Afternoon,None
726,17-08-2023,Pakoda,Fastfood,62,4,248,Online,Male,Morning,None
727,20-08-2023,Rajma,Fastfood,68,1,68,Cash,Female,Night,None
728,16-08-2023,Butter Chicken,Fastfood,109,3,327,Cash,Female,Evening,None
729,19-08-2023,Dosa,Fastfood,121,3,363,Online,Male,Evening,None
730,06-08-2023,Pakoda,Fastfood,62,1,62,Online,Female,Morning,None
731,29-08-2023,Rasam,Fastfood,56,5,280,Online,Male,Evening,Onam
732,26-08-2023,Aloo Paratha,Fastfood,66,2,132,Cash,Male,Night,None
733,11-08-2023,Masala Chai,Beverage,71,4,284,Online,Female,Afternoon,None
734,01-08-2023,Thandai,Beverage,122,3,366,Online,Female,Night,None
735,04-08-2023,Chai,Beverage,137,4,548,Online,Female,Evening,None
736,22-08-2023,Vada,Fastfood,128,2,256,Cash,Male,Afternoon,None
737,21-08-2023,Chai,Beverage,137,3,411,Cash,Male,Evening,None
738,30-08-2023,Chocolate Pudding,Fastfood,93,5,465,Online,Female,Evening,Rakhi
739,18-08-2023,Chai,Beverage,137,5,685,Online,Female,Evening,None
740,17-08-2023,Chai,Beverage,137,1,137,Online,Female,Evening,None
741,27-08-2023,Lassi,Beverage,136,1,136,Online,Female,Night,None
742,30-08-2023,Chocolate Pudding,Fastfood,93,3,279,Online,Female,Morning,Rakhi
743,07-08-2023,Dosa,Fastfood,121,4,484,Online,Male,Morning,None
744,04-08-2023,Naan,Fastfood,126,4,504,Cash,Female,Night,None
745,05-08-2023,Naan,Fastfood,126,1,126,Cash,Female,Night,None
746,17-08-2023,Lassi,Beverage,136,3,408,Online,Female,Evening,None
747,12-08-2023,Dosa,Fastfood,121,3,363,Online,Male,Night,None
748,13-08-2023,Poha,Fastfood,57,5,285,Cash,Male,Evening,None
749,24-08-2023,Dosa,Fastfood,121,4,484,Cash,Female,Morning,None
750,13-08-2023,Kheer,Fastfood,117,3,351,Online,Female,Afternoon,None
751,03-08-2023,Chocolate Pudding,Fastfood,93,2,186,Cash,Female,Morning,None
752,02-08-2023,Chai,Beverage,137,4,548,Cash,Male,Night,None
753,21-08-2023,Rasam,Fastfood,56,3,168,Cash,Female,Evening,None
754,15-08-2023,Jalebi,Fastfood,89,4,356,Online,Female,Morning,Independence Day
755,15-08-2023,Jalebi,Fastfood,89,2,178,Cash,Female,Afternoon,Independence Day
756,11-08-2023,Chole Bhature,Fastfood,81,4,324,Online,Male,Night,None
757,21-08-2023,Pani Puri,Fastfood,113,3,339,Cash,Male,Afternoon,None
758,09-08-2023,Chai,Beverage,137,5,685,Online,Female,Afternoon,None
759,09-08-2023,Biryani,Fastfood,31,5,155,Cash,Female,Afternoon,None
760,11-08-2023,Misal Pav,Fastfood,129,2,258,Cash,Female,Night,None
761,14-08-2023,Pakoda,Fastfood,62,1,62,Online,Male,Evening,None
762,05-08-2023,Butter Chicken,Fastfood,109,5,545,Online,Male,Afternoon,None
763,14-08-2023,Thandai,Beverage,122,1,122,Online,Male,Afternoon,None
764,05-08-2023,Lassi,Beverage,136,5,680,Online,Female,Afternoon,None
765,27-08-2023,Chai,Beverage,137,4,548,Online,Female,Evening,None
766,17-08-2023,Misal Pav,Fastfood,129,3,387,Online,Female,Night,None
767,04-08-2023,Lassi,Beverage,136,4,544,Cash,Female,Morning,None
768,05-08-2023,Chole Bhature,Fastfood,81,5,405,Cash,Female,Morning,None
769,22-08-2023,Poha,Fastfood,57,4,228,Online,Male,Morning,None
770,27-08-2023,Chai,Beverage,137,4,548,Cash,Male,Afternoon,None
771,06-08-2023,Masala Chai,Beverage,71,4,284,Cash,Male,Afternoon,None
772,06-08-2023,Gulab Jamun,Fastfood,110,2,220,Online,Female,Morning,None
773,26-08-2023,Chai,Beverage,137,2,274,Cash,Female,Evening,None
774,29-08-2023,Rasam,Fastfood,56,3,168,Cash,Male,Morning,Onam
775,31-08-2023,Chole Bhature,Fastfood,81,5,405,Online,Male,Night,None
776,30-08-2023,Chocolate Pudding,Fastfood,93,1,93,Cash,Male,Evening,Rakhi
777,08-08-2023,Dhokla,Fastfood,46,5,230,Cash,Female,Night,None
778,27-08-2023,Dhokla,Fastfood,46,5,230,Online,Female,Evening,None
779,13-08-2023,Pakoda,Fastfood,62,4,248,Cash,Male,Afternoon,None
780,03-08-2023,Samosa,Fastfood,29,3,87,Online,Female,Afternoon,None
781,04-08-2023,Chai,Beverage,137,2,274,Online,Female,Morning,None
782,16-08-2023,Poha,Fastfood,57,2,114,Cash,Female,Morning,None
783,15-08-2023,Jalebi,Fastfood,89,2,178,Online,Male,Night,Independence Day
784,10-08-2023,Aloo Paratha,Fastfood,66,5,330,Online,Male,Evening,None
785,04-08-2023,Chai,Beverage,137,5,685,Online,Female,Evening,None
786,07-08-2023,Pakoda,Fastfood,62,5,310,Cash,Male,Night,None
787,27-08-2023,Pakoda,Fastfood,62,1,62,Online,Male,Evening,None
788,05-08-2023,Chole Bhature,Fastfood,81,4,324,Online,Female,Morning,None
789,16-08-2023,Pakoda,Fastfood,62,3,186,Cash,Female,Evening,None
790,10-08-2023,Misal Pav,Fastfood,129,2,258,Online,Female,Evening,None
791,18-08-2023,Naan,Fastfood,126,1,126,Online,Male,Morning,None
792,05-08-2023,Pakoda,Fastfood,62,5,310,Online,Male,Afternoon,None
793,14-08-2023,Biryani,Fastfood,31,5,155,Online,Female,Evening,None
794,19-08-2023,Thandai,Beverage,122,5,610,Online,Male,Afternoon,None
795,12-08-2023,Idli,Fastfood,62,5,310,Cash,Female,Morning,None
796,09-08-2023,Aloo Paratha,Fastfood,66,4,264,Cash,Male,Morning,None
797,30-08-2023,Chocolate Pudding,Fastfood,93,4,372,Cash,Female,Afternoon,Rakhi
798,02-08-2023,Thandai,Beverage,122,3,366,Online,Male,Afternoon,None
799,18-08-2023,Chai,Beverage,137,4,548,Cash,Male,Afternoon,None
800,22-08-2023,Lassi,Beverage,136,5,680,Online,Female,Evening,None
801,07-09-2023,Sabudana Khichdi,Fastfood,80,1,80,Cash,Male,Morning,Janmashtami
802,02-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
803,19-09-2023,Puranpoli,Fastfood,50,1,50,Online,Male,Evening,Ganesh Chaturthi
804,04-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Night,None
805,05-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
806,07-09-2023,Chai,Beverage,20,2,40,Online,Female,Afternoon,Janmashtami
807,07-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Evening,Janmashtami
808,19-09-2023,Pakoda,Fastfood,40,2,80,Online,Female,Night,Ganesh Chaturthi
809,09-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
810,27-09-2023,Shirkurma,Beverage,100,2,200,Cash,Female,Afternoon,Eid
811,11-09-2023,Chai,Beverage,20,1,20,Online,Male,Evening,None
812,12-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
813,13-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Morning,None
814,14-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
815,15-09-2023,Pakoda,Fastfood,40,1,40,Online,Male,Evening,None
816,27-09-2023,Chai,Beverage,20,2,40,Cash,Female,Night,Eid
817,17-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
818,18-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
819,19-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Evening,Ganesh Chaturthi
820,20-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
821,21-09-2023,Chai,Beverage,20,1,20,Online,Male,Morning,None
822,22-09-2023,Pakoda,Fastfood,40,2,80,Cash,Female,Afternoon,None
823,23-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,None
824,24-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
825,25-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Morning,None
826,26-09-2023,Chai,Beverage,20,2,40,Online,Female,Afternoon,None
827,27-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,Eid
828,28-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Night,None
829,29-09-2023,Pakoda,Fastfood,40,1,40,Online,Male,Morning,None
830,30-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
831,01-09-2023,Chai,Beverage,20,1,20,Cash,Male,Evening,None
832,02-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
833,03-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
834,04-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Afternoon,None
835,05-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,None
836,06-09-2023,Chai,Beverage,20,2,40,Online,Female,Night,None
837,07-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Morning,Janmashtami
838,08-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
839,09-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,None
840,10-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Night,None
841,11-09-2023,Chai,Beverage,20,1,20,Online,Male,Morning,None
842,12-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
843,13-09-2023,Pakoda,Fastfood,40,1,40,Cash,Male,Evening,None
844,14-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
845,15-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
846,16-09-2023,Chai,Beverage,20,2,40,Cash,Female,Afternoon,None
847,17-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,None
848,18-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
849,19-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Morning,Ganesh Chaturthi
850,20-09-2023,Pakoda,Fastfood,40,2,80,Online,Female,Afternoon,None
851,21-09-2023,Chai,Beverage,20,1,20,Online,Male,Evening,None
852,22-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Night,None
853,23-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
854,24-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
855,25-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Evening,None
856,26-09-2023,Chai,Beverage,20,2,40,Online,Female,Night,None
857,27-09-2023,Pakoda,Fastfood,40,1,40,Online,Male,Morning,Eid
858,28-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Afternoon,None
859,29-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,None
860,30-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
861,01-09-2023,Chai,Beverage,20,1,20,Cash,Male,Morning,None
862,02-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
863,03-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,None
864,04-09-2023,Pakoda,Fastfood,40,2,80,Cash,Female,Night,None
865,05-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
866,06-09-2023,Chai,Beverage,20,2,40,Online,Female,Afternoon,None
867,07-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Evening,Janmashtami
868,08-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
869,09-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
870,10-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Afternoon,None
871,11-09-2023,Chai,Beverage,20,1,20,Online,Male,Evening,None
872,12-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
873,13-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Morning,None
874,14-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
875,15-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,None
876,16-09-2023,Chai,Beverage,20,2,40,Cash,Female,Night,None
877,17-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
878,18-09-2023,Pakoda,Fastfood,40,2,80,Online,Female,Afternoon,None
879,19-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Evening,Ganesh Chaturthi
880,20-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
881,21-09-2023,Chai,Beverage,20,1,20,Online,Male,Morning,None
882,22-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Afternoon,None
883,23-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,None
884,24-09-2023,Samosa,Beverage,30,2,60,Online,Female,Night,None
885,25-09-2023,Pakoda,Fastfood,40,1,40,Cash,Male,Morning,None
886,26-09-2023,Chai,Beverage,20,2,40,Online,Female,Afternoon,None
887,27-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,Eid
888,28-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Night,None
889,29-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
890,30-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
891,01-09-2023,Chai,Beverage,20,1,20,Cash,Male,Evening,None
892,02-09-2023,Pakoda,Fastfood,40,2,80,Online,Female,Night,None
893,03-09-2023,Samosa,Beverage,30,1,30,Online,Male,Morning,None
894,04-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Afternoon,None
895,05-09-2023,Samosa,Beverage,30,1,30,Online,Male,Evening,None
896,06-09-2023,Chai,Beverage,20,2,40,Online,Female,Night,None
897,07-09-2023,Samosa,Beverage,30,1,30,Cash,Male,Morning,Janmashtami
898,08-09-2023,Samosa,Beverage,30,2,60,Online,Female,Afternoon,None
899,09-09-2023,Pakoda,Fastfood,40,1,40,Online,Male,Evening,None
900,10-09-2023,Samosa,Beverage,30,2,60,Cash,Female,Night,None
901,21-10-2023,Pav Bhaji,Fastfood,157,2,314,Cash,Female,Afternoon,None
902,06-10-2023,Chole Bhature,Fastfood,149,1,149,Online,Female,Night,None
903,31-10-2023,Masala Chai,Beverage,36,2,72,Cash,Female,Afternoon,None
904,11-10-2023,Idli,Fastfood,47,4,188,Online,Male,Evening,None
905,30-10-2023,Lassi,Beverage,184,5,920,Cash,Female,Evening,None
906,14-10-2023,Kheer,Fastfood,164,1,164,Cash,Male,Evening,None
907,16-10-2023,Masala Chai,Beverage,36,1,36,Cash,Male,Night,None
908,16-10-2023,Masala Chai,Beverage,36,1,36,Online,Female,Afternoon,None
909,07-10-2023,Filter Coffee,Beverage,120,4,480,Cash,Male,Evening,None
910,26-10-2023,Masala Chai,Beverage,36,1,36,Cash,Female,Morning,None
911,17-10-2023,Naan,Fastfood,67,5,335,Cash,Female,Evening,None
912,09-10-2023,Dhokla,Fastfood,37,5,185,Online,Female,Morning,None
913,19-10-2023,Naan,Fastfood,67,2,134,Online,Male,Night,None
914,05-10-2023,Filter Coffee,Beverage,120,3,360,Cash,Male,Night,None
915,25-10-2023,Poha,Fastfood,91,4,364,Online,Male,Morning,None
916,04-10-2023,Dosa,Fastfood,100,5,500,Cash,Female,Morning,None
917,06-10-2023,Biryani,Fastfood,115,3,345,Online,Male,Evening,None
918,25-10-2023,Dal Tadka,Fastfood,93,4,372,Cash,Female,Afternoon,None
919,21-10-2023,Filter Coffee,Beverage,120,5,600,Online,Male,Evening,None
920,28-10-2023,Filter Coffee,Beverage,120,4,480,Online,Male,Morning,None
921,25-10-2023,Paneer Tikka,Fastfood,170,5,850,Online,Male,Night,None
922,21-10-2023,Masala Chai,Beverage,36,4,144,Online,Female,Evening,None
923,18-10-2023,Rajma,Fastfood,31,2,62,Cash,Female,Evening,None
924,02-10-2023,Chai,Beverage,127,2,254,Cash,Female,Night,None
925,13-10-2023,Rajma,Fastfood,31,1,31,Cash,Female,Morning,None
926,05-10-2023,Chai,Beverage,127,4,508,Cash,Female,Morning,None
927,05-10-2023,Masala Chai,Beverage,36,2,72,Online,Female,Morning,None
928,13-10-2023,Vada,Fastfood,176,2,352,Cash,Male,Night,None
929,29-10-2023,Dosa,Fastfood,100,1,100,Cash,Male,Night,None
930,07-10-2023,Masala Chai,Beverage,36,3,108,Online,Male,Evening,None
931,21-10-2023,Masala Chai,Beverage,36,1,36,Online,Female,Afternoon,None
932,03-10-2023,Pav Bhaji,Fastfood,157,3,471,Cash,Female,Morning,None
933,27-10-2023,Lassi,Beverage,184,4,736,Cash,Male,Afternoon,None
934,24-10-2023,Puranpoli,Fastfood,149,2,298,Online,Female,Morning,Dussehra
935,23-10-2023,Pani Puri,Fastfood,147,4,588,Cash,Female,Morning,None
936,03-10-2023,Roti,Fastfood,118,1,118,Cash,Male,Morning,None
937,07-10-2023,Pakoda,Fastfood,168,4,672,Cash,Female,Night,None
938,04-10-2023,Chai,Beverage,127,1,127,Cash,Female,Afternoon,None
939,04-10-2023,Filter Coffee,Beverage,120,4,480,Online,Female,Evening,None
940,17-10-2023,Masala Chai,Beverage,36,2,72,Cash,Female,Night,None
941,06-10-2023,Dal Tadka,Fastfood,93,2,186,Cash,Female,Evening,None
942,06-10-2023,Paneer Tikka,Fastfood,170,2,340,Online,Male,Afternoon,None
943,15-10-2023,Paneer Tikka,Fastfood,170,3,510,Online,Male,Night,None
944,20-10-2023,Chai,Beverage,127,4,508,Online,Male,Morning,None
945,04-10-2023,Suji Halwa,Fastfood,47,2,94,Online,Male,Night,None
946,10-10-2023,Chai,Beverage,127,3,381,Online,Male,Morning,None
947,27-10-2023,Chai,Beverage,127,2,254,Online,Male,Night,None
948,24-10-2023,Puranpoli,Fastfood,149,4,596,Online,Female,Afternoon,Dussehra
949,15-10-2023,Paneer Tikka,Fastfood,170,3,510,Online,Male,Afternoon,None
950,07-10-2023,Dhokla,Fastfood,37,1,37,Cash,Male,Afternoon,None
951,31-10-2023,Misal Pav,Fastfood,23,5,115,Cash,Female,Evening,None
952,26-10-2023,Chai,Beverage,127,3,381,Online,Male,Evening,None
953,17-10-2023,Chai,Beverage,127,2,254,Cash,Female,Morning,None
954,24-10-2023,Puranpoli,Fastfood,149,2,298,Cash,Male,Afternoon,Dussehra
955,01-10-2023,Filter Coffee,Beverage,120,4,480,Cash,Female,Morning,None
956,26-10-2023,Puranpoli,Fastfood,149,1,149,Online,Male,Night,None
957,02-10-2023,Rasam,Fastfood,67,1,67,Online,Male,Evening,None
958,19-10-2023,Idli,Fastfood,47,1,47,Online,Female,Morning,None
959,30-10-2023,Chai,Beverage,127,3,381,Cash,Female,Morning,None
960,19-10-2023,Dosa,Fastfood,100,1,100,Online,Female,Afternoon,None
961,19-10-2023,Dosa,Fastfood,100,4,400,Cash,Male,Morning,None
962,24-10-2023,Puranpoli,Fastfood,149,3,447,Cash,Male,Night,Dussehra
963,25-10-2023,Rasam,Fastfood,67,2,134,Online,Female,Evening,None
964,16-10-2023,Chai,Beverage,127,1,127,Cash,Male,Night,None
965,28-10-2023,Pakoda,Fastfood,168,3,504,Cash,Male,Evening,None
966,05-10-2023,Pani Puri,Fastfood,147,2,294,Online,Female,Afternoon,None
967,08-10-2023,Puranpoli,Fastfood,149,3,447,Online,Female,Evening,None
968,10-10-2023,Dal Tadka,Fastfood,93,3,279,Online,Female,Night,None
969,07-10-2023,Chai,Beverage,127,5,635,Online,Female,Evening,None
970,16-10-2023,Puranpoli,Fastfood,149,2,298,Cash,Female,Evening,None
971,30-10-2023,Naan,Fastfood,67,1,67,Online,Male,Morning,None
972,23-10-2023,Filter Coffee,Beverage,120,3,360,Online,Male,Night,None
973,21-10-2023,Thandai,Beverage,66,3,198,Cash,Male,Night,None
974,28-10-2023,Samosa,Fastfood,48,1,48,Cash,Female,Night,None
975,26-10-2023,Poha,Fastfood,91,2,182,Online,Male,Afternoon,None
976,17-10-2023,Chai,Beverage,127,1,127,Cash,Female,Afternoon,None
977,23-10-2023,Chai,Beverage,127,1,127,Cash,Male,Evening,None
978,17-10-2023,Chai,Beverage,127,3,381,Cash,Male,Morning,None
979,02-10-2023,Idli,Fastfood,47,2,94,Cash,Male,Morning,None
980,27-10-2023,Chai,Beverage,127,2,254,Online,Female,Morning,None
981,06-10-2023,Chai,Beverage,127,1,127,Online,Female,Night,None
982,11-10-2023,Dhokla,Fastfood,37,4,148,Online,Female,Morning,None
983,02-10-2023,Puranpoli,Fastfood,149,1,149,Cash,Male,Night,None
984,14-10-2023,Filter Coffee,Beverage,120,3,360,Online,Female,Morning,None
985,02-10-2023,Filter Coffee,Beverage,120,5,600,Online,Female,Afternoon,None
986,31-10-2023,Chai,Beverage,127,1,127,Online,Male,Evening,None
987,25-10-2023,Biryani,Fastfood,115,5,575,Online,Female,Morning,None
988,14-10-2023,Masala Chai,Beverage,36,1,36,Online,Male,Morning,None
989,06-10-2023,Suji Halwa,Fastfood,47,2,94,Cash,Female,Afternoon,None
990,09-10-2023,Filter Coffee,Beverage,120,1,120,Online,Female,Night,None
991,22-10-2023,Suji Halwa,Fastfood,47,3,141,Cash,Female,Afternoon,Durga Ashtami
992,04-10-2023,Filter Coffee,Beverage,120,4,480,Online,Male,Night,None
993,29-10-2023,Masala Chai,Beverage,36,2,72,Cash,Female,Afternoon,None
994,18-10-2023,Chai,Beverage,127,3,381,Online,Male,Night,None
995,17-10-2023,Masala Chai,Beverage,36,4,144,Online,Female,Morning,None
996,29-10-2023,Filter Coffee,Beverage,120,2,240,Cash,Male,Morning,None
997,08-10-2023,Puranpoli,Fastfood,149,1,149,Online,Female,Morning,None
998,07-10-2023,Filter Coffee,Beverage,120,5,600,Online,Male,Morning,None
999,18-10-2023,Idli,Fastfood,47,5,235,Online,Female,Night,None
1000,22-10-2023,Kheer,Fastfood,164,1,164,Cash,Female,Night,Durga Ashtami
1001,30-11-2023,Aloo Paratha,Fastfood,129,2,258,Cash,Female,Morning,None
1002,01-11-2023,Mung Dal Ka Halwa,Fastfood,139,5,695,Online,Female,Night,Karwa Chauth
1003,03-11-2023,Masala Chai,Beverage,116,4,464,Cash,Male,Night,
1004,16-11-2023,Chai,Beverage,185,3,555,Cash,Female,Afternoon,None
1005,01-11-2023,Mung Dal Ka Halwa,Fastfood,139,2,278,Cash,Male,Night,Karwa Chauth
1006,02-11-2023,Chai,Beverage,185,2,370,Online,Female,Evening,None
1007,23-11-2023,Filter Coffee,Beverage,24,4,96,Cash,Male,Morning,None
1008,19-11-2023,Filter Coffee,Beverage,24,3,72,Cash,Male,Evening,None
1009,09-11-2023,Filter Coffee,Beverage,24,3,72,Online,Female,Morning,None
1010,01-11-2023,Mung Dal Ka Halwa,Fastfood,139,1,139,Online,Male,Afternoon,Karwa Chauth
1011,17-11-2023,Naan,Fastfood,111,5,555,Online,Male,Morning,None
1012,12-11-2023,Sweets Mithai,Fastfood,86,4,344,Cash,Female,Evening,Diwali
1013,12-11-2023,Sweets Mithai,Fastfood,86,1,86,Online,Female,Night,Diwali
1014,25-11-2023,Chai,Beverage,185,5,925,Cash,Male,Afternoon,None
1015,13-11-2023,Pav Bhaji,Fastfood,27,3,81,Online,Male,Morning,None
1016,25-11-2023,Aloo Paratha,Fastfood,129,4,516,Online,Male,Night,None
1017,18-11-2023,Paneer Tikka,Fastfood,29,3,87,Online,Female,Evening,None
1018,30-11-2023,Masala Chai,Beverage,116,3,348,Online,Female,Morning,None
1019,16-11-2023,Sweets Mithai,Fastfood,86,5,430,Cash,Male,Afternoon,None
1020,03-11-2023,Filter Coffee,Beverage,24,5,120,Online,Male,Morning,None
